City,State,Avg_Temp,Humidity,Rainfall,Wind_Speed,Pressure,Visibility,AQI
Lucknow,Uttar Pradesh,27.3,81.8,60.8,5.8,991.3,28.3,134
Jaipur,Rajasthan,36.4,67.5,33.2,4.9,1003.4,97.1,79
Bhopal,Madhya Pradesh,16.4,54.2,3.1,18.7,1006.5,28.2,157
Chennai,Tamil Nadu,31.1,60.6,44.5,17.7,1003.0,15.9,128
Jaipur,Rajasthan,21.6,65.7,27.5,9.7,1002.3,75.2,85
Patna,Bihar,34.3,81.8,17.3,11.3,1018.3,26.5,183
Mumbai,Maharashtra,18.1,67.5,14.0,17.2,1006.6,84.2,89
Chennai,Tamil Nadu,23.0,42.1,58.4,15.8,1012.1,52.5,48
Delhi,Delhi,43.2,33.9,52.5,20.8,1010.8,16.4,79
Chennai,Tamil Nadu,32.8,54.8,26.2,23.1,998.3,32.2,103
Bengaluru,Karnataka,23.2,43.4,63.6,4.3,997.0,89.4,20
Jaipur,Rajasthan,39.1,74.9,50.2,21.3,1012.0,45.1,90
Hyderabad,Telangana,16.2,94.9,14.8,22.5,1011.8,57.0,134
Chennai,Tamil Nadu,44.3,33.5,77.8,7.4,1001.1,34.3,46
Bengaluru,Karnataka,42.0,94.1,60.1,13.1,1005.3,64.1,82
Lucknow,Uttar Pradesh,36.5,83.4,51.0,7.4,1021.6,71.3,97
Bengaluru,Karnataka,24.2,50.4,36.8,22.1,1009.7,78.2,42
Delhi,Delhi,24.6,44.4,38.2,23.8,1022.0,47.3,58
Chennai,Tamil Nadu,19.6,44.2,28.3,18.1,1011.2,11.9,125
Lucknow,Uttar Pradesh,32.6,50.0,67.4,17.5,1015.3,54.2,22
Kolkata,West Bengal,37.3,65.3,76.6,20.0,1021.0,52.5,46
Bengaluru,Karnataka,40.2,88.9,22.7,16.5,1004.5,77.1,126
Jaipur,Rajasthan,43.5,79.7,58.8,14.9,1017.2,35.7,107
Chennai,Tamil Nadu,25.9,44.9,52.4,8.9,1020.4,47.5,80
Mumbai,Maharashtra,37.4,83.3,37.7,10.1,994.3,28.5,155
Hyderabad,Telangana,37.2,72.7,13.3,11.1,1020.1,41.3,161
Bengaluru,Karnataka,27.0,43.1,11.0,3.3,996.7,65.7,139
Hyderabad,Telangana,39.1,32.8,49.6,19.1,1007.6,43.0,57
Bhopal,Madhya Pradesh,38.4,76.9,10.7,2.0,991.7,89.6,138
Kolkata,West Bengal,27.5,34.5,27.2,5.0,991.2,96.3,49
Bengaluru,Karnataka,32.2,37.3,25.1,8.6,993.0,17.7,162
Patna,Bihar,44.5,38.9,30.1,14.5,1024.2,28.3,139
Hyderabad,Telangana,36.3,70.0,46.4,18.0,1006.1,70.2,67
Hyderabad,Telangana,28.4,77.7,78.4,3.8,992.3,16.3,123
Hyderabad,Telangana,34.7,87.9,10.7,4.1,1017.8,92.6,140
Delhi,Delhi,15.0,70.4,51.4,5.8,999.5,74.2,58
Bhopal,Madhya Pradesh,21.8,38.8,74.2,8.1,996.8,81.1,20
Bengaluru,Karnataka,25.7,94.5,43.8,14.0,1012.6,96.2,70
Chennai,Tamil Nadu,33.3,61.7,18.7,3.0,1023.8,11.4,188
Bhopal,Madhya Pradesh,28.9,54.6,60.1,18.7,996.9,44.8,42
Bhopal,Madhya Pradesh,20.1,36.7,62.3,7.0,994.9,75.8,20
Mumbai,Maharashtra,15.2,90.0,13.5,11.3,1017.8,98.6,99
Mumbai,Maharashtra,30.6,34.9,61.9,15.0,1021.0,73.4,20
Kolkata,West Bengal,34.8,57.9,18.6,23.7,1023.1,79.7,77
Bhopal,Madhya Pradesh,21.7,69.4,66.3,6.1,997.6,54.0,82
Lucknow,Uttar Pradesh,32.2,60.7,62.6,7.4,1001.9,71.7,46
Chennai,Tamil Nadu,23.3,40.7,32.5,17.8,1001.2,53.4,76
Jaipur,Rajasthan,22.7,51.9,16.7,15.8,992.7,73.7,99
Chennai,Tamil Nadu,44.3,57.2,77.7,22.5,990.4,99.6,20
Hyderabad,Telangana,32.2,60.5,59.4,4.0,999.8,27.8,106
Delhi,Delhi,19.2,40.8,7.5,23.8,1001.6,99.7,52
Delhi,Delhi,39.4,50.5,39.5,13.4,997.1,77.1,73
Mumbai,Maharashtra,34.8,78.1,9.7,7.0,996.4,53.9,168
Jaipur,Rajasthan,26.2,34.8,12.0,11.3,1008.1,39.6,135
Patna,Bihar,26.3,74.0,37.3,7.0,1019.2,71.8,99
Kolkata,West Bengal,44.7,93.6,43.1,20.8,996.7,27.6,134
Lucknow,Uttar Pradesh,33.1,92.0,3.1,18.8,998.5,25.0,201
Lucknow,Uttar Pradesh,35.9,43.1,17.0,16.8,1023.9,74.9,98
Hyderabad,Telangana,33.2,72.3,23.2,3.7,1020.3,10.1,200
Bhopal,Madhya Pradesh,19.7,83.2,19.6,10.0,1019.2,31.8,179
Kolkata,West Bengal,26.5,56.1,20.8,4.4,1000.5,52.6,131
Chennai,Tamil Nadu,31.6,44.2,41.0,2.7,1016.9,34.7,109
Mumbai,Maharashtra,21.1,36.3,50.4,20.5,1009.3,65.2,29
Hyderabad,Telangana,15.6,44.3,70.6,17.1,1019.5,48.2,38
Mumbai,Maharashtra,39.9,32.2,67.4,3.2,1025.0,62.1,57
Chennai,Tamil Nadu,29.2,69.6,42.4,16.8,1003.0,63.2,73
Bengaluru,Karnataka,16.6,55.3,9.7,5.6,1010.2,96.2,106
Chennai,Tamil Nadu,32.7,68.3,46.7,20.2,991.4,24.4,126
Patna,Bihar,18.6,84.0,5.4,23.2,1001.4,38.1,163
Chennai,Tamil Nadu,29.2,50.5,9.0,24.6,994.7,92.3,70
Delhi,Delhi,42.1,36.6,65.1,14.9,997.2,93.4,20
Bhopal,Madhya Pradesh,28.3,33.8,17.8,14.5,998.1,35.9,123
Lucknow,Uttar Pradesh,44.1,30.9,13.7,4.9,1014.1,81.4,102
Jaipur,Rajasthan,21.1,58.1,16.7,12.1,1013.0,30.7,152
Bhopal,Madhya Pradesh,20.0,43.4,29.7,15.7,991.1,53.2,91
Hyderabad,Telangana,27.8,36.1,38.8,12.6,998.4,59.9,67
Lucknow,Uttar Pradesh,38.4,54.7,32.7,3.4,1002.0,59.8,111
Hyderabad,Telangana,39.6,57.9,22.4,19.1,1009.5,45.3,115
Bhopal,Madhya Pradesh,34.5,67.2,71.6,7.9,998.5,77.9,31
Patna,Bihar,35.3,34.5,13.5,17.9,1008.9,37.7,111
Chennai,Tamil Nadu,20.3,74.4,55.8,8.1,996.6,47.1,81
Kolkata,West Bengal,41.3,70.5,75.9,21.4,1009.6,17.5,73
Patna,Bihar,19.1,47.5,4.9,22.3,1012.4,33.2,127
Bengaluru,Karnataka,43.5,56.6,0.8,6.4,996.1,36.2,195
Patna,Bihar,27.7,31.5,70.8,16.7,1023.4,82.1,20
Delhi,Delhi,27.8,90.6,49.3,20.9,1006.9,93.2,26
Lucknow,Uttar Pradesh,24.3,87.8,27.0,23.4,1018.1,98.2,54
Bengaluru,Karnataka,26.6,59.4,65.2,10.6,997.7,30.6,95
Mumbai,Maharashtra,30.1,77.1,49.4,10.7,1010.4,77.9,60
Lucknow,Uttar Pradesh,25.2,32.4,28.8,24.1,1010.3,38.9,91
Bengaluru,Karnataka,19.5,47.3,9.0,21.6,1017.4,69.7,89
Lucknow,Uttar Pradesh,21.3,87.6,5.8,7.8,1024.8,83.5,146
Chennai,Tamil Nadu,19.5,85.9,18.5,6.6,994.7,74.5,118
Hyderabad,Telangana,40.6,53.7,47.1,20.6,998.0,74.2,44
Patna,Bihar,23.7,93.8,71.0,19.4,1022.7,8.1,102
Delhi,Delhi,38.0,58.0,23.3,16.3,1008.2,34.3,147
Mumbai,Maharashtra,40.5,68.1,78.8,13.9,992.2,20.7,98
Jaipur,Rajasthan,44.1,55.3,76.3,14.9,1019.3,19.6,90
Hyderabad,Telangana,28.9,50.8,25.0,17.1,991.1,35.4,106
Lucknow,Uttar Pradesh,24.4,34.1,73.3,4.9,1007.7,20.9,72
Kolkata,West Bengal,26.5,51.2,72.6,9.2,1007.9,34.2,61
Kolkata,West Bengal,43.4,54.8,70.2,6.7,1006.7,45.5,64
Kolkata,West Bengal,23.2,45.2,15.5,12.2,1015.4,81.2,72
Patna,Bihar,44.8,94.3,44.3,17.5,1007.9,88.8,63
Delhi,Delhi,31.1,42.8,50.7,19.5,998.1,92.5,20
Kolkata,West Bengal,23.1,39.1,15.8,10.8,991.6,90.2,67
Patna,Bihar,39.9,61.9,26.5,20.5,1005.0,61.1,86
Bhopal,Madhya Pradesh,22.1,35.2,34.9,11.1,991.5,21.3,123
Bhopal,Madhya Pradesh,43.5,51.1,26.8,7.3,1011.3,27.6,146
Delhi,Delhi,43.0,92.6,33.4,13.5,1022.6,53.0,124
Lucknow,Uttar Pradesh,41.6,42.2,44.3,22.1,995.8,12.0,105
Mumbai,Maharashtra,17.6,35.6,42.2,19.4,990.2,28.5,66
Chennai,Tamil Nadu,15.7,75.8,73.6,17.4,1005.6,15.6,91
Chennai,Tamil Nadu,23.2,93.9,49.1,13.2,995.8,99.0,46
Jaipur,Rajasthan,34.2,55.8,5.3,6.7,1013.3,70.3,149
Patna,Bihar,34.0,71.0,51.4,24.4,1009.6,19.2,117
Chennai,Tamil Nadu,41.0,33.2,73.9,13.4,1024.5,95.7,20
Jaipur,Rajasthan,39.7,61.9,69.2,8.3,1009.2,88.2,20
Patna,Bihar,28.7,46.4,27.2,18.9,1022.2,5.2,132
Hyderabad,Telangana,33.2,73.6,40.3,17.7,1004.5,72.5,69
Hyderabad,Telangana,20.8,86.3,67.5,14.7,1017.3,54.5,49
Jaipur,Rajasthan,34.5,30.3,39.1,4.9,1019.9,47.9,82
Mumbai,Maharashtra,32.0,86.7,7.8,7.8,1002.9,86.2,121
Bhopal,Madhya Pradesh,24.1,57.1,4.8,22.2,992.7,35.2,147
Kolkata,West Bengal,16.1,41.5,23.8,15.6,999.7,84.5,55
Bhopal,Madhya Pradesh,17.1,80.2,48.9,13.2,992.3,36.2,124
Chennai,Tamil Nadu,21.7,91.0,48.7,21.6,992.4,19.2,133
Hyderabad,Telangana,24.6,47.5,66.8,17.8,995.6,28.0,55
Delhi,Delhi,38.2,37.1,56.4,9.9,1001.5,51.7,73
Delhi,Delhi,25.3,94.4,79.6,12.0,992.9,9.0,119
Kolkata,West Bengal,37.8,70.2,61.9,23.5,1019.8,51.3,58
Hyderabad,Telangana,40.7,59.0,80.0,7.7,1012.7,84.1,20
Patna,Bihar,35.9,58.4,39.1,13.6,1016.0,53.7,100
Bhopal,Madhya Pradesh,31.6,36.9,22.4,9.8,1020.0,36.6,118
Hyderabad,Telangana,38.4,62.6,24.1,21.1,1020.2,86.2,61
Mumbai,Maharashtra,31.4,58.6,53.8,23.5,1016.2,13.0,106
Bhopal,Madhya Pradesh,24.9,44.5,54.0,21.2,997.7,31.2,79
Chennai,Tamil Nadu,27.8,62.1,1.4,16.0,1023.4,45.2,145
Delhi,Delhi,42.6,79.7,4.5,15.4,1016.4,99.8,98
Kolkata,West Bengal,27.8,58.5,50.2,13.6,1016.8,50.8,87
Jaipur,Rajasthan,34.1,94.8,59.1,22.6,1011.4,63.2,63
Jaipur,Rajasthan,16.5,83.4,70.1,18.5,1000.0,95.5,20
Chennai,Tamil Nadu,37.6,73.4,54.6,12.0,990.3,68.3,74
Mumbai,Maharashtra,42.6,51.6,11.6,8.6,1003.1,98.0,90
Hyderabad,Telangana,21.0,52.3,1.1,12.2,1022.7,8.6,206
Patna,Bihar,21.8,71.1,36.9,12.4,995.5,59.1,93
Bengaluru,Karnataka,18.9,38.9,37.8,5.7,993.2,29.4,122
Bhopal,Madhya Pradesh,26.0,57.3,63.8,21.9,992.2,52.8,39
Chennai,Tamil Nadu,24.7,45.6,57.1,22.5,1018.3,85.5,20
Bhopal,Madhya Pradesh,22.1,39.3,43.6,6.1,1000.9,60.4,70
Jaipur,Rajasthan,37.0,72.1,68.3,4.9,1006.1,9.6,139
Bengaluru,Karnataka,27.7,91.8,18.0,23.2,1006.1,11.0,179
Bengaluru,Karnataka,23.2,87.0,72.6,21.7,993.6,40.0,69
Chennai,Tamil Nadu,31.8,57.5,10.7,2.3,1012.7,64.2,144
Kolkata,West Bengal,35.9,61.2,68.7,23.5,1003.2,83.8,20
Hyderabad,Telangana,34.3,94.8,9.6,11.8,1016.2,83.7,126
Bengaluru,Karnataka,18.8,72.7,22.1,9.0,992.8,48.1,127
Jaipur,Rajasthan,39.2,90.7,8.5,20.3,996.3,41.1,178
Delhi,Delhi,26.0,65.2,49.6,7.0,1022.4,92.2,60
Delhi,Delhi,34.1,45.0,39.6,18.3,998.3,67.5,59
Patna,Bihar,24.8,57.9,33.7,10.1,1014.6,47.4,112
Bengaluru,Karnataka,35.5,60.2,14.7,21.0,1019.2,90.2,86
Chennai,Tamil Nadu,30.3,60.7,9.9,24.0,1010.0,20.0,153
Chennai,Tamil Nadu,21.2,78.2,69.6,10.0,1006.8,60.2,69
Patna,Bihar,39.2,30.9,73.0,11.6,1005.6,37.8,50
Bengaluru,Karnataka,36.6,89.0,1.0,20.0,1011.2,73.3,137
Lucknow,Uttar Pradesh,26.5,55.7,18.2,21.7,999.2,81.9,77
Hyderabad,Telangana,23.2,84.3,62.9,17.9,1014.6,18.0,110
Kolkata,West Bengal,31.7,39.5,16.9,15.5,1011.7,74.2,71
Patna,Bihar,20.5,89.4,3.2,12.1,994.1,20.7,196
Bengaluru,Karnataka,42.4,54.0,54.3,2.2,1024.0,84.2,71
Patna,Bihar,44.6,32.1,64.1,3.4,1020.6,21.0,100
Bhopal,Madhya Pradesh,17.7,74.7,14.9,21.5,997.1,76.9,79
Bhopal,Madhya Pradesh,25.4,88.2,43.3,6.3,997.3,96.2,67
Kolkata,West Bengal,16.9,72.4,73.8,23.0,993.9,34.0,45
Jaipur,Rajasthan,18.4,34.4,39.3,7.6,1019.5,55.7,72
Delhi,Delhi,40.1,76.8,35.4,24.0,998.4,87.6,57
Mumbai,Maharashtra,16.5,36.2,36.9,14.1,1015.3,15.6,109
Patna,Bihar,37.8,66.4,69.8,23.9,999.2,82.1,20
Kolkata,West Bengal,16.5,42.3,76.6,4.3,1020.3,52.9,22
Chennai,Tamil Nadu,31.0,85.2,30.4,23.3,998.3,85.3,69
Chennai,Tamil Nadu,41.7,73.6,53.5,12.0,1008.5,15.0,124
Bengaluru,Karnataka,39.3,93.2,61.3,19.8,990.9,89.5,24
Bhopal,Madhya Pradesh,37.7,55.2,5.5,5.9,1008.3,57.4,143
Bengaluru,Karnataka,33.9,59.7,54.0,14.8,994.4,17.3,99
Lucknow,Uttar Pradesh,28.4,30.4,47.7,4.4,992.3,12.5,110
Bhopal,Madhya Pradesh,33.0,69.2,51.3,16.0,1011.9,5.7,128
Bengaluru,Karnataka,15.3,44.1,15.8,12.5,1013.9,53.0,117
Jaipur,Rajasthan,36.3,81.4,21.4,6.8,1006.4,98.8,99
Kolkata,West Bengal,43.6,39.6,64.4,2.9,1012.2,40.1,74
Kolkata,West Bengal,28.4,54.1,65.7,15.0,1014.5,58.2,40
Kolkata,West Bengal,41.3,93.1,7.2,19.7,993.2,82.0,130
Patna,Bihar,19.4,61.9,60.9,15.9,1015.1,84.7,23
Lucknow,Uttar Pradesh,43.4,79.0,36.9,18.0,1019.4,20.4,158
Bengaluru,Karnataka,41.2,60.4,68.7,14.4,1020.4,62.2,37
Kolkata,West Bengal,27.4,70.9,49.4,8.3,1013.9,56.4,89
Delhi,Delhi,41.1,30.2,64.7,24.8,1009.2,85.2,20
Delhi,Delhi,23.6,43.1,64.2,22.1,1023.6,47.6,40
Mumbai,Maharashtra,41.8,86.0,34.4,4.6,990.9,49.1,150
Patna,Bihar,44.7,31.2,46.6,5.8,1009.1,28.4,122
Bengaluru,Karnataka,16.0,40.1,56.2,19.0,1019.0,9.7,73
Lucknow,Uttar Pradesh,41.6,71.4,28.2,14.1,996.0,57.6,117
Patna,Bihar,37.7,88.2,32.8,12.9,1008.8,90.3,87
Delhi,Delhi,43.5,33.7,59.3,22.0,1004.9,95.7,20
Patna,Bihar,26.9,47.2,75.3,17.4,1004.3,52.4,24
Lucknow,Uttar Pradesh,41.0,47.7,34.9,3.8,1002.2,44.5,114
Chennai,Tamil Nadu,36.0,80.5,32.3,21.9,1021.8,85.4,61
Delhi,Delhi,36.4,73.7,39.4,16.7,1013.7,38.4,113
Lucknow,Uttar Pradesh,40.9,62.0,43.6,4.3,1010.3,58.9,105
Jaipur,Rajasthan,36.6,87.8,34.0,21.5,1024.4,92.5,68
Bhopal,Madhya Pradesh,20.5,54.2,75.4,23.3,1019.9,67.1,20
Bengaluru,Karnataka,38.4,91.1,28.3,24.5,1006.1,65.1,116
Hyderabad,Telangana,39.3,46.3,10.8,4.0,991.2,63.0,124
Hyderabad,Telangana,31.2,66.4,71.0,22.5,996.3,10.0,93
Patna,Bihar,38.5,58.4,77.1,11.7,996.6,87.0,20
Bengaluru,Karnataka,22.8,78.3,31.3,3.7,1016.6,62.6,123
Hyderabad,Telangana,35.7,65.3,30.2,21.3,1000.3,63.8,72
Bengaluru,Karnataka,15.8,43.3,16.1,12.5,1022.1,57.3,113
Mumbai,Maharashtra,16.4,65.6,72.5,23.6,1012.2,82.1,20
Mumbai,Maharashtra,18.8,85.2,77.3,12.4,1012.0,48.9,56
Kolkata,West Bengal,29.5,69.0,30.0,16.5,1015.8,69.0,92
Jaipur,Rajasthan,27.2,46.5,32.7,8.3,1020.3,99.8,35
Bengaluru,Karnataka,29.6,57.7,62.9,17.5,1014.3,38.9,57
Bengaluru,Karnataka,31.0,61.9,36.9,6.4,995.5,58.8,104
Kolkata,West Bengal,29.0,71.2,13.2,19.4,1007.8,49.4,142
Bhopal,Madhya Pradesh,42.2,55.8,44.1,9.3,1022.7,18.7,151
Delhi,Delhi,23.4,84.7,12.3,17.0,1018.7,74.6,126
Chennai,Tamil Nadu,44.4,58.7,77.9,2.5,1013.2,66.7,57
Kolkata,West Bengal,43.3,49.8,53.0,20.9,1012.3,40.1,70
Bhopal,Madhya Pradesh,44.1,91.1,11.2,5.4,1020.5,85.4,145
Jaipur,Rajasthan,42.0,81.5,18.5,16.7,1014.6,49.6,160
Kolkata,West Bengal,18.1,58.6,3.4,10.0,991.3,54.3,132
Lucknow,Uttar Pradesh,30.0,39.8,45.5,15.5,1010.1,24.0,91
Bengaluru,Karnataka,41.1,67.8,70.2,20.8,1009.4,68.4,28
Chennai,Tamil Nadu,39.9,90.2,26.6,7.6,1003.5,44.0,175
Patna,Bihar,31.0,71.9,74.0,21.0,1019.0,21.6,84
Delhi,Delhi,40.7,75.0,43.4,20.0,1014.3,43.6,117
Chennai,Tamil Nadu,36.8,46.4,10.6,21.9,1002.5,35.7,122
Chennai,Tamil Nadu,31.1,47.1,45.3,19.8,1007.7,23.9,100
Delhi,Delhi,26.1,88.5,38.2,3.2,997.0,8.6,181
Bengaluru,Karnataka,41.2,48.5,78.1,21.8,1011.6,97.9,20
Bhopal,Madhya Pradesh,26.8,45.4,59.7,18.8,998.4,15.8,97
Hyderabad,Telangana,23.6,45.7,45.0,14.2,991.9,78.7,50
Kolkata,West Bengal,30.8,46.4,3.5,2.8,1023.8,96.3,104
Chennai,Tamil Nadu,40.0,54.9,70.0,13.8,1024.5,36.6,65
Jaipur,Rajasthan,16.8,66.0,69.8,16.2,1012.0,25.4,69
Mumbai,Maharashtra,40.9,45.4,20.3,23.3,996.4,64.3,71
Hyderabad,Telangana,33.1,79.0,36.4,13.2,1005.9,33.0,136
Hyderabad,Telangana,27.4,65.7,0.3,23.1,992.9,24.6,172
Bhopal,Madhya Pradesh,34.4,86.6,71.6,19.0,1022.9,51.4,54
Bengaluru,Karnataka,18.6,73.5,57.3,10.5,1003.2,38.1,93
Chennai,Tamil Nadu,30.6,71.9,43.1,11.3,1019.9,12.8,159
Delhi,Delhi,24.9,63.8,63.2,14.6,1000.7,24.8,87
Jaipur,Rajasthan,33.4,89.6,18.2,6.2,1024.5,26.2,195
Mumbai,Maharashtra,37.5,76.2,7.3,18.0,1000.3,94.3,105
Patna,Bihar,30.0,76.2,30.6,16.1,1004.8,30.5,139
Patna,Bihar,38.0,75.9,6.9,8.7,1011.5,78.5,137
Hyderabad,Telangana,43.0,64.2,60.9,17.6,1011.6,72.6,37
Mumbai,Maharashtra,36.2,65.4,56.8,7.6,996.2,59.1,92
Delhi,Delhi,31.2,33.1,62.6,7.0,1016.1,11.7,100
Chennai,Tamil Nadu,42.3,77.7,41.0,7.5,991.4,46.7,126
Hyderabad,Telangana,21.1,33.1,70.3,23.7,1023.8,43.7,20
Lucknow,Uttar Pradesh,18.3,71.0,67.5,19.0,1021.8,19.0,93
Bhopal,Madhya Pradesh,38.1,94.1,79.8,9.6,1023.3,15.0,115
Hyderabad,Telangana,42.0,82.1,46.6,8.9,1011.7,76.3,74
Delhi,Delhi,37.4,54.0,48.8,12.4,1015.9,45.1,96
Bengaluru,Karnataka,21.7,32.1,74.0,24.5,1003.8,10.9,57
Bengaluru,Karnataka,15.1,80.7,47.4,23.5,994.6,33.7,95
Chennai,Tamil Nadu,28.7,33.6,65.1,14.5,1009.8,46.0,38
Lucknow,Uttar Pradesh,39.1,47.7,17.4,2.7,1017.4,33.4,162
Patna,Bihar,23.5,68.2,65.2,6.2,991.3,59.5,66
Mumbai,Maharashtra,24.8,56.4,20.4,3.0,1003.8,20.6,176
Patna,Bihar,41.7,63.9,8.3,12.8,1011.0,71.0,136
Patna,Bihar,32.9,72.7,40.0,7.2,1008.3,93.0,79
Bengaluru,Karnataka,37.2,94.4,53.7,13.8,992.3,56.9,97
Lucknow,Uttar Pradesh,31.5,35.4,31.6,18.9,1001.8,53.4,85
Kolkata,West Bengal,17.3,46.7,64.9,16.4,1003.3,58.0,32
Bhopal,Madhya Pradesh,40.8,94.7,62.4,5.3,1022.2,91.1,75
Jaipur,Rajasthan,34.5,53.1,42.3,22.6,1013.8,48.6,70
Hyderabad,Telangana,35.3,52.3,68.8,20.6,997.8,85.6,20
Hyderabad,Telangana,38.0,73.1,77.1,2.6,1010.6,88.1,20
Mumbai,Maharashtra,21.8,73.7,40.6,10.4,1007.9,19.9,133
Jaipur,Rajasthan,18.0,80.3,61.0,16.5,1013.2,95.1,20
Mumbai,Maharashtra,19.9,49.7,32.6,19.5,1006.9,96.2,21
Bengaluru,Karnataka,26.7,92.0,71.2,23.8,1003.7,9.6,104
Chennai,Tamil Nadu,43.6,88.3,14.6,18.4,1024.0,93.0,90
Bhopal,Madhya Pradesh,38.5,57.2,25.6,23.9,1001.9,84.3,57
Mumbai,Maharashtra,31.4,47.2,24.7,14.7,993.8,79.1,76
Chennai,Tamil Nadu,30.7,32.6,33.1,13.0,1017.3,95.0,35
Hyderabad,Telangana,28.9,37.1,20.4,20.3,1020.8,34.4,119
Delhi,Delhi,40.0,91.4,16.4,11.8,1006.2,54.9,167
Bhopal,Madhya Pradesh,20.9,83.4,14.9,8.4,994.7,40.3,163
Jaipur,Rajasthan,44.9,67.4,71.6,21.3,1018.8,31.0,66
Chennai,Tamil Nadu,15.6,69.0,69.4,5.7,1008.5,77.9,26
Jaipur,Rajasthan,32.8,57.6,20.1,9.6,1005.0,71.8,115
Delhi,Delhi,19.7,31.0,50.9,21.4,996.7,11.7,69
Hyderabad,Telangana,43.2,89.5,5.8,6.1,1024.0,48.4,196
Bhopal,Madhya Pradesh,33.7,73.1,25.0,7.8,1005.1,53.4,144
Bhopal,Madhya Pradesh,19.3,35.3,46.8,3.8,1008.4,18.4,113
Delhi,Delhi,24.2,90.7,79.4,9.3,1011.7,52.2,56
Chennai,Tamil Nadu,29.9,36.6,51.8,5.9,1007.6,86.4,39
Hyderabad,Telangana,17.5,46.2,6.0,4.5,1022.9,64.8,124
Chennai,Tamil Nadu,23.6,61.1,34.3,9.7,990.3,87.9,59
Hyderabad,Telangana,19.5,40.8,1.6,5.5,1019.1,55.6,143
Jaipur,Rajasthan,24.3,72.7,46.9,8.5,1007.1,5.5,171
Bhopal,Madhya Pradesh,21.0,94.7,14.4,2.9,1019.6,80.0,129
Kolkata,West Bengal,43.8,30.9,47.2,19.3,1022.1,37.9,74
Mumbai,Maharashtra,25.0,92.0,8.6,3.4,1021.6,52.9,187
Bhopal,Madhya Pradesh,39.5,68.6,22.5,3.8,1007.6,86.5,105
Chennai,Tamil Nadu,16.8,52.4,75.4,24.8,1015.4,35.4,32
Lucknow,Uttar Pradesh,28.1,32.4,64.0,24.1,1020.1,76.8,20
Hyderabad,Telangana,34.8,78.2,38.7,13.6,1000.5,7.9,172
Bhopal,Madhya Pradesh,32.7,57.5,66.5,14.3,1006.4,93.9,20
Bhopal,Madhya Pradesh,18.0,44.8,40.9,3.9,1007.1,81.1,68
Patna,Bihar,25.9,77.4,32.6,13.0,996.4,90.0,83
Mumbai,Maharashtra,40.9,48.3,64.3,21.6,1014.1,31.0,63
Mumbai,Maharashtra,43.7,84.5,41.1,13.0,1022.4,85.4,72
Mumbai,Maharashtra,34.7,81.2,29.5,2.9,1017.1,71.1,119
Bhopal,Madhya Pradesh,44.6,52.0,7.7,12.7,1009.0,51.8,141
Jaipur,Rajasthan,42.4,43.6,38.7,9.9,1000.5,17.4,130
Jaipur,Rajasthan,19.8,59.1,54.8,3.4,1014.8,8.3,128
Bengaluru,Karnataka,35.6,55.6,13.7,18.1,1001.4,86.0,83
Chennai,Tamil Nadu,37.9,87.3,44.7,3.3,1016.2,52.6,136
Bhopal,Madhya Pradesh,27.4,81.0,76.9,7.4,1001.0,66.7,44
Delhi,Delhi,40.5,71.1,38.7,13.7,991.4,15.2,156
Lucknow,Uttar Pradesh,21.8,81.7,17.2,23.3,996.4,37.0,147
Mumbai,Maharashtra,15.9,44.0,44.3,19.4,1020.4,96.6,20
Kolkata,West Bengal,27.4,94.7,29.3,23.7,1013.4,56.4,123
Chennai,Tamil Nadu,28.0,38.0,34.5,4.3,995.0,96.8,39
Lucknow,Uttar Pradesh,40.6,55.8,13.7,10.7,1009.1,24.6,163
Bengaluru,Karnataka,25.5,38.7,24.4,8.4,1008.4,15.5,156
Patna,Bihar,39.9,48.2,42.5,9.9,992.9,73.9,57
Chennai,Tamil Nadu,40.5,85.1,8.0,9.9,998.4,77.2,147
Patna,Bihar,25.1,51.0,24.9,11.3,991.0,92.3,58
Delhi,Delhi,44.4,79.2,50.4,15.2,1016.7,62.7,96
Jaipur,Rajasthan,15.9,36.4,25.5,6.4,1006.6,37.6,109
Mumbai,Maharashtra,26.1,50.2,69.4,13.3,1004.6,54.9,26
Kolkata,West Bengal,22.4,40.4,45.0,20.7,1005.7,20.4,76
Lucknow,Uttar Pradesh,21.4,39.3,28.6,9.4,1017.0,22.2,145
Hyderabad,Telangana,24.5,83.3,52.0,6.2,990.8,6.5,153
Bengaluru,Karnataka,39.5,70.8,33.7,9.5,997.5,22.9,168
Hyderabad,Telangana,17.1,32.6,60.9,18.2,1004.2,41.0,28
Patna,Bihar,29.0,80.4,37.2,19.6,1006.9,87.2,54
Hyderabad,Telangana,28.2,50.3,43.5,23.1,1005.1,14.3,107
Patna,Bihar,17.3,65.3,67.3,15.3,1003.4,47.7,41
Patna,Bihar,43.5,61.4,65.2,14.8,1018.7,71.0,36
Chennai,Tamil Nadu,20.3,46.0,13.9,12.7,1002.2,74.6,106
Mumbai,Maharashtra,18.4,77.6,55.2,4.5,1019.5,71.9,65
Lucknow,Uttar Pradesh,33.0,93.7,10.7,14.0,1004.8,55.7,172
Kolkata,West Bengal,16.7,64.8,32.4,2.5,1001.8,21.7,172
Lucknow,Uttar Pradesh,34.9,49.2,57.4,12.8,1003.6,31.0,90
Jaipur,Rajasthan,32.9,31.7,5.1,9.0,1016.9,73.6,99
